Name,X,Y,Target,Layer,Sublayer,row,column,GlobalNode,ActiveNode,Weight,Group,Layer2,Minimum,Maximum,Component,Type,Layer_Elevation,Time
EF-3A,2274132.874014,10431783.236983,399.270000,12,1,220,45,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6395.430500,295.000000
EF-3A,2274132.874014,10431783.236983,502.060000,12,1,220,45,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6395.430500,641.000000
EF-3A,2274132.874014,10431783.236983,548.500000,12,1,220,45,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6395.430500,753.000000
EF-3A,2274132.874014,10431783.236983,552.180000,12,1,220,45,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6395.430500,1292.000000
EF-3A,2274132.874014,10431783.236983,710.750000,12,1,220,45,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6395.430500,1753.000000
EF-3A,2274132.874014,10431783.236983,699.430000,12,1,220,45,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6395.430500,1964.000000
EF-3A,2274132.874014,10431783.236983,722.080000,12,1,220,45,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6395.430500,2523.000000
EF-3A,2274132.874014,10431783.236983,586.160000,12,1,220,45,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6395.430500,2643.000000
EF-3A,2274132.874014,10431783.236983,512.530000,12,1,220,45,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6395.430500,3062.000000
EF-3A,2274132.874014,10431783.236983,679.600000,12,1,220,45,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6395.430500,3596.000000
EF-3A,2274132.874014,10431783.236983,778.710000,12,1,220,45,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6395.430500,3961.000000
EF-3A,2274132.874014,10431783.236983,744.730000,12,1,220,45,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6395.430500,4167.000000
EF-3A,2274132.874014,10431783.236983,611.640000,12,1,220,45,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6395.430500,4525.000000
EF-3A,2274132.874014,10431783.236983,597.480000,12,1,220,45,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6395.430500,4882.000000
EF-3A,2274132.874014,10431783.236983,622.970000,12,1,220,45,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6395.430500,5349.000000
EF-3A,2274132.874014,10431783.236983,608.810000,12,1,220,45,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6395.430500,5807.000000
EF-3A,2274132.874014,10431783.236983,583.330000,12,1,220,45,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6395.430500,5982.000000
EF-3A,2274132.874014,10431783.236983,608.810000,12,1,220,45,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6395.430500,6211.000000
EF-6,2273242.691232,10433120.857663,27.180000,10,1,204,48,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6451.975500,122.000000
EF-6,2273242.691232,10433120.857663,21.690000,10,1,204,48,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6451.975500,395.000000
EF-6,2273242.691232,10433120.857663,28.010000,10,1,204,48,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6451.975500,851.000000
EF-6,2273242.691232,10433120.857663,20.270000,10,1,204,48,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6451.975500,1215.000000
EF-6,2273242.691232,10433120.857663,20.390000,10,1,204,48,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6451.975500,1471.000000
EF-6,2273242.691232,10433120.857663,21.010000,10,1,204,48,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6451.975500,1830.000000
EF-6,2273242.691232,10433120.857663,20.950000,10,1,204,48,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6451.975500,2523.000000
EF-6,2273242.691232,10433120.857663,41.060000,10,1,204,48,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6451.975500,2916.000000
EF-6,2273242.691232,10433120.857663,40.490000,10,1,204,48,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6451.975500,3063.000000
EF-6,2273242.691232,10433120.857663,56.630000,10,1,204,48,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6451.975500,3593.000000
EF-6,2273242.691232,10433120.857663,65.130000,10,1,204,48,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6451.975500,3961.000000
EF-6,2273242.691232,10433120.857663,39.640000,10,1,204,48,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6451.975500,4133.000000
EF-6,2273242.691232,10433120.857663,70.790000,10,1,204,48,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6451.975500,4527.000000
EF-6,2273242.691232,10433120.857663,52.390000,10,1,204,48,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6451.975500,4882.000000
EF-6,2273242.691232,10433120.857663,55.220000,10,1,204,48,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6451.975500,5259.000000
EF-6,2273242.691232,10433120.857663,67.960000,10,1,204,48,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6451.975500,5812.000000
EF-6,2273242.691232,10433120.857663,71.640000,10,1,204,48,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6451.975500,5982.000000
EF-6,2273242.691232,10433120.857663,69.940000,10,1,204,48,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6451.975500,6353.000000
EF-8,2273450.848064,10432071.060857,0.710000,12,1,213,42,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6346.471500,395.000000
EF-8,2273450.848064,10432071.060857,0.850000,12,1,213,42,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6346.471500,1026.000000
EF-8,2273450.848064,10432071.060857,0.860000,12,1,213,42,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6346.471500,1388.000000
EF-8,2273450.848064,10432071.060857,1.610000,12,1,213,42,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6346.471500,1471.000000
EF-8,2273450.848064,10432071.060857,2.970000,12,1,213,42,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6346.471500,2124.000000
EF-8,2273450.848064,10432071.060857,5.180000,12,1,213,42,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6346.471500,2523.000000
EF-8,2273450.848064,10432071.060857,9.400000,12,1,213,42,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6346.471500,2916.000000
EF-8,2273450.848064,10432071.060857,13.110000,12,1,213,42,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6346.471500,3264.000000
EF-8,2273450.848064,10432071.060857,18.860000,12,1,213,42,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6346.471500,3591.000000
EF-8,2273450.848064,10432071.060857,24.780000,12,1,213,42,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6346.471500,4001.000000
EF-8,2273450.848064,10432071.060857,30.580000,12,1,213,42,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6346.471500,4336.000000
EF-8,2273450.848064,10432071.060857,38.230000,12,1,213,42,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6346.471500,4714.000000
EF-8,2273450.848064,10432071.060857,42.190000,12,1,213,42,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6346.471500,5077.000000
EF-8,2273450.848064,10432071.060857,55.780000,12,1,213,42,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6346.471500,5168.000000
EF-8,2273450.848064,10432071.060857,62.300000,12,1,213,42,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6346.471500,5806.000000
EF-8,2273450.848064,10432071.060857,70.790000,12,1,213,42,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6346.471500,6092.000000
EF-8,2273450.848064,10432071.060857,76.170000,12,1,213,42,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6346.471500,6274.000000
H-63,2277890.919369,10430706.025055,0.710000,12,1,254,64,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6533.626000,297.000000
H-63,2277890.919369,10430706.025055,0.480000,12,1,254,64,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6533.626000,395.000000
H-63,2277890.919369,10430706.025055,0.420000,12,1,254,64,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6533.626000,1026.000000
H-63,2277890.919369,10430706.025055,0.380000,12,1,254,64,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6533.626000,1388.000000
H-63,2277890.919369,10430706.025055,0.970000,12,1,254,64,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6533.626000,1542.000000
H-63,2277890.919369,10430706.025055,0.390000,12,1,254,64,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6533.626000,1830.000000
H-63,2277890.919369,10430706.025055,0.310000,12,1,254,64,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6533.626000,2200.000000
H-63,2277890.919369,10430706.025055,0.290000,12,1,254,64,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6533.626000,2915.000000
H-63,2277890.919369,10430706.025055,0.320000,12,1,254,64,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6533.626000,3062.000000
H-63,2277890.919369,10430706.025055,3.880000,12,1,254,64,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6533.626000,3594.000000
H-63,2277890.919369,10430706.025055,0.320000,12,1,254,64,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6533.626000,3786.000000
H-63,2277890.919369,10430706.025055,0.330000,12,1,254,64,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6533.626000,4167.000000
H-63,2277890.919369,10430706.025055,0.740000,12,1,254,64,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6533.626000,4527.000000
H-63,2277890.919369,10430706.025055,0.270000,12,1,254,64,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6533.626000,4883.000000
H-63,2277890.919369,10430706.025055,0.270000,12,1,254,64,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6533.626000,5260.000000
H-63,2277890.919369,10430706.025055,0.240000,12,1,254,64,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6533.626000,5807.000000
H-63,2277890.919369,10430706.025055,0.290000,12,1,254,64,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6533.626000,5983.000000
H-63,2277890.919369,10430706.025055,0.240000,12,1,254,64,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6533.626000,6212.000000
LW-1,2276909.102418,10436840.126037,0.250000,12,1,204,100,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6505.179500,1072.000000
LW-1,2276909.102418,10436840.126037,0.740000,12,1,204,100,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6505.179500,1291.000000
LW-1,2276909.102418,10436840.126037,0.460000,12,1,204,100,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6505.179500,1542.000000
LW-1,2276909.102418,10436840.126037,0.100000,12,1,204,100,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6505.179500,1829.000000
LW-1,2276909.102418,10436840.126037,0.070000,12,1,204,100,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6505.179500,2263.000000
LW-1,2276909.102418,10436840.126037,0.060000,12,1,204,100,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6505.179500,2914.000000
LW-1,2276909.102418,10436840.126037,0.080000,12,1,204,100,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6505.179500,3061.000000
LW-1,2276909.102418,10436840.126037,0.130000,12,1,204,100,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6505.179500,3442.000000
LW-1,2276909.102418,10436840.126037,0.060000,12,1,204,100,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6505.179500,3959.000000
LW-1,2276909.102418,10436840.126037,0.080000,12,1,204,100,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6505.179500,4167.000000
LW-1,2276909.102418,10436840.126037,0.050000,12,1,204,100,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6505.179500,4528.000000
LW-1,2276909.102418,10436840.126037,0.090000,12,1,204,100,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6505.179500,4883.000000
LW-1,2276909.102418,10436840.126037,0.080000,12,1,204,100,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6505.179500,5260.000000
LW-1,2276909.102418,10436840.126037,0.150000,12,1,204,100,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6505.179500,5609.000000
LW-1,2276909.102418,10436840.126037,0.070000,12,1,204,100,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6505.179500,5981.000000
LW-1,2276909.102418,10436840.126037,0.090000,12,1,204,100,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6505.179500,6357.000000
ML-1,2271695.632265,10434005.693442,0.570000,12,1,187,44,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6382.524500,169.000000
ML-1,2271695.632265,10434005.693442,0.540000,12,1,187,44,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6382.524500,395.000000
ML-1,2271695.632265,10434005.693442,0.460000,12,1,187,44,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6382.524500,752.000000
ML-1,2271695.632265,10434005.693442,0.780000,12,1,187,44,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6382.524500,1388.000000
ML-1,2271695.632265,10434005.693442,1.080000,12,1,187,44,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6382.524500,1541.000000
ML-1,2271695.632265,10434005.693442,0.460000,12,1,187,44,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6382.524500,1832.000000
ML-1,2271695.632265,10434005.693442,0.410000,12,1,187,44,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6382.524500,2264.000000
ML-1,2271695.632265,10434005.693442,0.600000,12,1,187,44,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6382.524500,2915.000000
ML-1,2271695.632265,10434005.693442,0.640000,12,1,187,44,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6382.524500,3063.000000
ML-1,2271695.632265,10434005.693442,0.550000,12,1,187,44,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6382.524500,3593.000000
ML-1,2271695.632265,10434005.693442,0.460000,12,1,187,44,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6382.524500,3785.000000
ML-1,2271695.632265,10434005.693442,0.500000,12,1,187,44,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6382.524500,4167.000000
ML-1,2271695.632265,10434005.693442,0.620000,12,1,187,44,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6382.524500,4527.000000
ML-1,2271695.632265,10434005.693442,0.360000,12,1,187,44,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6382.524500,4882.000000
ML-1,2271695.632265,10434005.693442,0.340000,12,1,187,44,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6382.524500,5259.000000
ML-1,2271695.632265,10434005.693442,0.310000,12,1,187,44,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6382.524500,5610.000000
ML-1,2271695.632265,10434005.693442,0.320000,12,1,187,44,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6382.524500,5982.000000
ML-1,2271695.632265,10434005.693442,0.270000,12,1,187,44,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6382.524500,6352.000000
MW-100,2276873.251681,10436826.560577,0.160000,9,1,204,100,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6564.796500,3447.000000
MW-100,2276873.251681,10436826.560577,0.120000,9,1,204,100,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6564.796500,3784.000000
MW-100,2276873.251681,10436826.560577,0.120000,9,1,204,100,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6564.796500,4528.000000
MW-100,2276873.251681,10436826.560577,0.200000,9,1,204,100,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6564.796500,4883.000000
MW-100,2276873.251681,10436826.560577,0.080000,9,1,204,100,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6564.796500,5260.000000
MW-100,2276873.251681,10436826.560577,0.090000,9,1,204,100,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6564.796500,5806.000000
MW-100,2276873.251681,10436826.560577,0.100000,9,1,204,100,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6564.796500,5981.000000
MW-100,2276873.251681,10436826.560577,0.100000,9,1,204,100,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6564.796500,6212.000000
MW-101,2274569.475712,10435901.019567,2160.570000,12,1,194,77,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6556.750000,3446.000000
MW-101,2274569.475712,10435901.019567,2118.100000,12,1,194,77,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6556.750000,3787.000000
MW-101,2274569.475712,10435901.019567,1699.010000,12,1,194,77,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6556.750000,4528.000000
MW-101,2274569.475712,10435901.019567,1642.380000,12,1,194,77,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6556.750000,4883.000000
MW-101,2274569.475712,10435901.019567,1670.690000,12,1,194,77,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6556.750000,5352.000000
MW-101,2274569.475712,10435901.019567,1563.090000,12,1,194,77,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6556.750000,5611.000000
MW-101,2274569.475712,10435901.019567,1370.530000,12,1,194,77,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6556.750000,5986.000000
MW-101,2274569.475712,10435901.019567,1404.510000,12,1,194,77,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6556.750000,6210.000000
MW-102,2276098.600037,10434632.795167,4190.890000,12,1,214,79,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6572.776500,3446.000000
MW-102,2276098.600037,10434632.795167,3851.090000,12,1,214,79,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6572.776500,3960.000000
MW-102,2276098.600037,10434632.795167,3596.240000,12,1,214,79,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6572.776500,4526.000000
MW-102,2276098.600037,10434632.795167,3086.530000,12,1,214,79,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6572.776500,4883.000000
MW-102,2276098.600037,10434632.795167,3426.330000,12,1,214,79,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6572.776500,5260.000000
MW-102,2276098.600037,10434632.795167,2792.040000,12,1,214,79,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6572.776500,5610.000000
MW-102,2276098.600037,10434632.795167,2344.630000,12,1,214,79,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6572.776500,6209.000000
MW-102,2276098.600037,10434632.795167,1953.860000,12,1,214,79,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6572.776500,6351.000000
MW-104,2277722.344848,10431873.339924,5.950000,10,1,245,71,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6623.864000,3447.000000
MW-104,2277722.344848,10431873.339924,4.810000,10,1,245,71,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6623.864000,3822.000000
MW-104,2277722.344848,10431873.339924,6.310000,10,1,245,71,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6623.864000,4529.000000
